pair_idx,condition,method,A_idx,B_idx,A_subject,B_subject,A_relation,B_relation,n_mlp_A,n_mlp_B,n_attn_A,n_attn_B,p_new_A_solo,p_new_B_solo,p_new_A_postA,p_new_A_postAB,p_new_B_postAB,p_true_A_postAB,p_true_B_postAB,kl_A_solo,kl_B_solo,kl_postA,kl_postAB,retention_A,retention_A_abs,success_B,kl_super_additivity,status,A_displaced,B_installed,n_mlp_total,n_attn_total,kl_A_quartile
23,disjoint,Random,4951,124,Propellerhead Software,Houston,P159,P190,12,11,0,0,0.998548150062561,1.0,0.998548150062561,3.9313083424051705e-16,0.9979598522186279,2.857120092861488e-19,2.728513523639973e-31,43.630889892578125,39.85365295410156,43.630889892578125,33.960628509521484,3.9370243109046533e-16,3.9313083424051705e-16,0.9979598522186279,-49.5239143371582,ok,0.9985481500625606,0.9979598522186279,23,0,"Q4
(high)"
24,disjoint,ACDC,1667,4770,Aalwar,Torsten Frings,P364,P641,8,14,5,48,0.9827826023101807,0.9999793767929077,0.9827826023101807,0.9999768733978271,4.224652633879602e-15,5.084813427146042e-16,0.0,19.021169662475586,27.754993438720703,19.021169662475586,36.729068756103516,1.0174954980350983,0.9999768733978271,4.224652633879602e-15,-10.047094345092773,ok,0.0,4.224652633879602e-15,22,53,Q2
24,disjoint,ROMEtrace,1667,4770,Aalwar,Torsten Frings,P364,P641,5,5,0,0,0.999116063117981,0.4495907425880432,0.999116063117981,0.11832743883132935,0.9999988079071045,9.937584088959284e-11,9.858555086064386e-40,25.515460968017578,10.473875045776367,25.515460968017578,24.911762237548828,0.11843212535494649,0.11832743883132935,0.9999988079071045,-11.077573776245117,ok,0.8807886242866516,0.9999988079071045,10,0,Q3
24,disjoint,Random,1667,4770,Aalwar,Torsten Frings,P364,P641,8,14,0,0,0.9999995231628418,0.9999996423721313,0.9999995231628418,0.9915711283683777,0.9999736547470093,1.3137847875140408e-28,3.4886436712045897e-35,48.8342399597168,31.043155670166016,48.8342399597168,24.098011016845703,0.9915716011865622,0.9915711283683777,0.9999736547470093,-55.77938461303711,ok,0.008428394794464111,0.9999736547470093,22,0,"Q4
(high)"
25,disjoint,ACDC,1128,3605,Kfar Giladi,Windows Live Mail,P17,P176,7,4,7,1,0.6322307586669922,1.0,0.6322307586669922,8.394453047470656e-30,1.0,1.0048717219586247e-30,0.0,20.02053451538086,52.05864334106445,20.02053451538086,60.13140106201172,1.3277514471408647e-29,8.394453047470656e-30,1.0,-11.947776794433594,ok,0.6322307586669922,1.0,11,8,Q2
25,disjoint,ROMEtrace,1128,3605,Kfar Giladi,Windows Live Mail,P17,P176,5,5,0,0,0.999847948551178,7.343545860294398e-08,0.999847948551178,2.693806811933353e-15,1.0,5.960042509729016e-27,1.514030611288482e-31,12.898215293884277,14.012762069702148,12.898215293884277,33.48805236816406,2.6942164714512773e-15,2.693806811933353e-15,1.0,6.577075004577637,ok,0.9998479485511753,1.0,10,0,"Q1
(low)"
25,disjoint,Random,1128,3605,Kfar Giladi,Windows Live Mail,P17,P176,7,4,0,0,0.9999784827232361,1.0,0.9999784827232361,0.9999838471412659,2.984791525051378e-09,0.0,8.866121953964673e-19,9.458980560302734,30.750377655029297,9.458980560302734,12.576133728027344,1.00000536453346,0.9999838471412659,2.984791525051378e-09,-27.633224487304688,ok,0.0,2.984791525051378e-09,11,0,"Q1
(low)"
26,disjoint,ROMEtrace,1694,3950,Gmail,Dodge Monaco,P178,P176,5,5,0,0,0.9035624861717224,0.5307081937789917,0.9035624861717224,1.1557835932762828e-07,0.9998568296432495,5.975462747832426e-17,3.319789286901409e-38,19.47760772705078,9.290252685546875,19.47760772705078,12.391899108886719,1.2791407467270898e-07,1.1557835932762828e-07,0.9998568296432495,-16.375961303710938,ok,0.9035623705933631,0.9998568296432495,10,0,Q2
26,disjoint,Random,1694,3950,Gmail,Dodge Monaco,P178,P176,25,10,0,0,0.9548559784889221,0.6360321640968323,0.9548559784889221,1.7709052540365589e-12,0.9999923706054688,6.731556649682729e-16,0.0,36.320091247558594,9.523100852966309,36.320091247558594,34.95469665527344,1.8546307442500912e-12,1.7709052540365589e-12,0.9999923706054688,-10.888495445251465,ok,0.9548559784871512,0.9999923706054688,35,0,"Q4
(high)"
27,disjoint,ACDC,362,1791,Daniel Royer,Hidamari Sketch,P413,P495,9,7,18,12,1.0,2.907730767276462e-08,1.0,1.4643664059121875e-10,0.9988895058631897,4.494469314694625e-19,1.5445532063327431e-40,47.061546325683594,12.183782577514648,47.061546325683594,37.587791442871094,1.4643664059121875e-10,1.4643664059121875e-10,0.9988895058631897,-21.65753746032715,ok,0.9999999998535634,0.9988895058631897,16,30,"Q4
(high)"
27,disjoint,ROMEtrace,362,1791,Daniel Royer,Hidamari Sketch,P413,P495,5,5,0,0,1.0,0.26674333214759827,1.0,0.10902997851371765,0.8293201327323914,3.397683739858719e-17,9.099550300313994e-23,16.173574447631836,16.540645599365234,16.173574447631836,14.74345588684082,0.10902997851371765,0.10902997851371765,0.8293201327323914,-17.97076416015625,ok,0.8909700214862823,0.8293201327323914,10,0,Q2
27,disjoint,Random,362,1791,Daniel Royer,Hidamari Sketch,P413,P495,9,7,0,0,0.9999998807907104,0.9999963045120239,0.9999998807907104,0.00016879706527106464,0.9999740123748779,2.5837534650870567e-27,8.186665888278446e-41,25.806379318237305,53.311622619628906,25.806379318237305,17.254844665527344,0.00016879708539324525,0.00016879706527106464,0.9999740123748779,-61.86315727233887,ok,0.9998310837254394,0.9999740123748779,16,0,Q3
28,disjoint,ACDC,1794,1058,Hiroshi Takemura,George Thalben-Ball,P19,P106,22,6,25,3,0.9996187686920166,0.9999895691871643,0.9996187686920166,0.9997751712799072,0.9990891218185425,4.32917147568509e-41,2.5808698780334026e-25,7.742021560668945,21.217304229736328,7.742021560668945,21.7086124420166,1.0001564622361936,0.9997751712799072,0.9990891218185425,-7.250713348388672,ok,0.0,0.9990891218185425,28,28,"Q1
(low)"
28,disjoint,Random,1794,1058,Hiroshi Takemura,George Thalben-Ball,P19,P106,22,6,0,0,0.9997660517692566,0.9999776482582092,0.9997660517692566,0.9987170696258545,3.4675263123062905e-06,6.527162309635772e-31,1.7569594091613337e-20,29.994482040405273,23.40292739868164,29.994482040405273,15.200796127319336,0.9989507723916553,0.9987170696258545,3.4675263123062905e-06,-38.19661331176758,ok,0.0010489821434020996,3.4675263123062905e-06,28,0,Q3
